Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Vi&Bi Serramenti,viebiserramenti.it,Accessible Architecture and Design,"Rozzano, Italy",1-10,https://www.linkedin.com/company/vi-bi-serramenti,"Vi&Bi Serramenti is a company that offers high-quality windows, doors, security gates, mosquito nets, and furnishing accessories with a focus on personalized service.",self owned,""
JUST.Agency,just-in.space,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/just-vizagency,,self owned,""
Nation Engineering Consulting,nationae.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/nation-engineering-consulting,"استشارات هندسية مبتكرة is an engineering consultancy specializing in architectural design, interior design, and supervision services.",self owned,""
Arkiba Studio,arkibastudio.com,Accessible Architecture and Design,Bulgaria,1-10,https://www.linkedin.com/company/arkiba-studio,,self employed,""
Sepúlveda Ponce,sepulvedaponce.com,Accessible Architecture and Design,"Málaga, Spain",1-10,https://www.linkedin.com/company/sep%c3%balveda-ponce-arquitectura-y-dise%c3%b1o-de-interior,,self owned,""
Architetti Camuni ArCa – CF178,architetticamuni.it,Accessible Architecture and Design,"Breno, Italy",1-10,https://www.linkedin.com/company/arca-associazione-architetti-camuni,Architetti Camuni is an architecture firm that offers design services and a newsletter subscription for updates.,non profit,""
Iconic,iconicsportdesign.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/iconic-sport-design,"Iconic is a Sports Design company that creates extraordinary sports experiences distinguished by design and quality, with a focus on innovative design and Italian-made products such as the Iconic Padel Court.",privately held,""
Artardor,artardor.in,Accessible Architecture and Design,"Gurgaon, India",11-50,https://www.linkedin.com/company/aa-design-studio-by-rashi-and-gaurav-gupta,Artardor is an interior design company that specializes in luxury interior design services to elevate spaces with a blend of style and comfort.,privately held,""
INSOL Arts,insolart.com,Accessible Architecture and Design,"Noida, India",11-50,https://www.linkedin.com/company/insolarts,,self owned,""
Next Home,nexthomejo.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/nexthomedesign,,partnership,""
BRAVUS design,bravus-design.com,Accessible Architecture and Design,"Madrid, Spain",1-10,https://www.linkedin.com/company/bravus-design,,privately held,""
BIMLAND TECHNOLOGIES,bimlandtech.com,Accessible Architecture and Design,"Thiruvananthapuram, India",1-10,https://www.linkedin.com/company/bimland-technologies,"Discover Bimland, the leader in BIM architectural and consulting services for Architectural BIM. Specializing in digital twin BIM consultancy, drafting, and designing with innovative technologies. Elevate your projects with our expert BIM solutions. Best BIM Company in India.",partnership,""
Fabric Design Italia,fabricdesignitalia.it,Accessible Architecture and Design,"Sedriano, Italy",1-10,https://www.linkedin.com/company/fabric-design-srl,"Fabric Design Italia is a company specializing in the production, distribution, and customization of interior and exterior design fabrics, ensuring efficiency and professionalism in every project.",privately held,""
ZEDARCH,zedarch.com,Accessible Architecture and Design,"Tehran, Iran",1-10,https://www.linkedin.com/company/zedarch,,self owned,""
PUZZLE INTERIEUR,puzzle-interieur.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/puzzle-interieur,,privately held,""
BE STUDIO,bestudio.cat,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/be-studio-arquitectura,BE STUDIO is an architecture and space design office that develops different scale projects creating people-focused spaces with its own identity.,self employed,""
Études Architecture & Design,xn--tudes-9ra.com,Accessible Architecture and Design,"Brussels, Belgium",1-10,https://www.linkedin.com/company/%c3%a9tudes-architecture-design,,privately held,""
Umadina,umadina.com,Accessible Architecture and Design,"Ankara, Türkiye",1-10,https://www.linkedin.com/company/umadina,,privately held,""
Access Arquitectura,accessarquitectura.com,Accessible Architecture and Design,"Lima, Peru",1-10,https://www.linkedin.com/company/accessarquitectura,,privately held,""
Mazelwood,mazelwood.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/mazelwood,,self employed,""
Juliana Roque Arquitetura,julianaroque.com.br,Accessible Architecture and Design,"Limeira, Brazil",1-10,https://www.linkedin.com/company/juliana-roque-arquitetura,,privately held,""
Inclusive Spaces,inclusivespaces.org.uk,Accessible Architecture and Design,"London, United Kingdom",1-10,https://www.linkedin.com/company/inclusive-spaces-org-uk,,privately held,""
Ferrazzi & Bressanin architetti,fbarchitetti.it,Accessible Architecture and Design,"Gallarate, Italy",1-10,https://www.linkedin.com/company/ferrazzi-bressanin-architetti,,self employed,""
ApricotXpress Ltd,apricot-xpress.com,Accessible Architecture and Design,"Witham, United Kingdom",1-10,https://www.linkedin.com/company/apricotxpress-ltd,,partnership,""
SOLPRO,solpro.ee,Accessible Architecture and Design,Estonia,1-10,https://www.linkedin.com/company/o%c3%bc-solpro,,public company,""
Estudio 56,estudio56puntacana.com,Accessible Architecture and Design,"Punta Cana, Dominican Republic",11-50,https://www.linkedin.com/company/estudio-56,,self employed,""
ElleStudio,ellestudio.fr,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/ellestudio-interieur,,partnership,""
Vega Properties,vega-properties.com,Accessible Architecture and Design,"Akron, Ohio, United States",1-10,https://www.linkedin.com/company/vegaproperties2024,"Vega Properties is your premier partner for home renovations projects, dedicated to turning your vision into reality with precision and expertise. Our comprehensive approach encompasses every aspect of the renovation process, from initial design concepts to the final finishing touches, ensuring a seamless and transformative experience for homeowners.",self employed,""
Einzigartigwiedu,einzigartigwiedu.org,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/einzigartig-wie-du,"Einzigartig wie du is an online platform that aims to collaborate with nonprofit organizations, specifically designed by and for individuals with disabilities.",non profit,""
Vintage Violet,vintageviolet.art,Accessible Architecture and Design,"Kolkata, India",1-10,https://www.linkedin.com/company/vintageviolet,,privately held,""
Arquitectura de interior,optiminteriors.com,Accessible Architecture and Design,United States,1-10,https://www.linkedin.com/company/anevalverdearquitecturadeinteriores,"Arquitectura de Interior is an interior design company that offers customized quality design and architecture services for home decor, renovations, and all budgets.",self employed,""
DOM INTERNI,dominterni.com,Accessible Architecture and Design,"Gragnano, Italy",1-10,https://www.linkedin.com/company/dom-interni,"DOM INTERNI is an interior design company that helps individuals with designing their ideal home, office, or commercial space, providing a range of services from interior/exterior design to furniture supply.",self owned,""
DK-DI,dk-di.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/dk-di,,privately held,""
Mimiti Architects & Interior Designers,mimiti.co.za,Accessible Architecture and Design,"Johannesburg, South Africa",11-50,https://www.linkedin.com/company/mimiti-town-architects-and-interior-designers,Mimiti is an architecture and interior design company that offers top-tier design services in South Africa.,privately held,""
DIEZTUDIO,dieztudio.com,Accessible Architecture and Design,"Asunción, Paraguay",11-50,https://www.linkedin.com/company/dieztudio,,privately held,""
Ecobord Panel,ecobord-panel.com,Accessible Architecture and Design,,51-200,https://www.linkedin.com/company/ecobord-panel,,public company,""
AguaRoca,aguaroca.cl,Accessible Architecture and Design,"Santiago, Chile",1-10,https://www.linkedin.com/company/aguaroca-dise%c3%b1o-y-construccion,"AguaRoca is a construction company that specializes in the design, renovation, and habilitation of private residences.",privately held,""
Volterra,volterra.krd,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/volterra-design,,public company,""
LS Access,lsaccess.au,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/lsaccess,Need expert access audits and SDA/LHA certification in Perth? LS Access Consultants ensures compliance with Australian accessibility standards. Contact us today!,self owned,""
PEACH Research Unit,peachresearch.ca,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/peach-research-unit,"PEACH Research Unit is based out of the School of Planning at Dalhousie University, Halifax. Our work focuses on health, equity and access in public space.",educational,""
Adam Design Studio,adamdesignstudio.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/adamdesignstudiuo,Adam Design Studio Is The Best Interior Design Company In Kerala. Our Expert Interior Designers & Architects Transform Your Home. Contact Us Today!,partnership,""
Khanya Architects,khanyadesign.co.za,Accessible Architecture and Design,"Piet Retief, South Africa",1-10,https://www.linkedin.com/company/khanya-architects,"Award-winning Architecture, Design & Interior. 159+ completed projects, 31+ years of experience.",privately held,""
Rupa Raya Indonesia,ruparayaindonesia.com,Accessible Architecture and Design,"Makassar, Indonesia",51-200,https://www.linkedin.com/company/rupa-raya-indonesia,,privately held,""
Tanolo Tech Integration,tanolotech.ca,Accessible Architecture and Design,"Brampton, Canada",1-10,https://www.linkedin.com/company/tanolo-tech-integration,,privately held,""
Camino Libre Accesibilidad,caminolibreaccesibilidad.com,Accessible Architecture and Design,"Mexico City, Mexico",1-10,https://www.linkedin.com/company/camino-libre-accesibilidad,,self owned,""
OCTANT DESIGN STUDIO,octantdesign-studio.com,Accessible Architecture and Design,"La Rochelle, France",11-50,https://www.linkedin.com/company/octantdesign,,self owned,""
MAH Designs,mah-designs.com,Accessible Architecture and Design,Egypt,11-50,https://www.linkedin.com/company/mah-designs1,MAH Designs is an architectural design studio that strives for excellence in creating better and more beautiful living spaces.,public company,""
Zeppelin XD,zeppelin-design.com,Accessible Architecture and Design,"Bucuresti, Romania",1-10,https://www.linkedin.com/company/zeppelin-xd,Zeppelin XD is a design company that creates spaces for culture and interaction inspired by futuristic concepts.,self employed,""
El otro espacio,elotroespacio.com.pe,Accessible Architecture and Design,"Lima, Peru",1-10,https://www.linkedin.com/company/el-otro-espacio,"El otro espacio is a design and architecture studio that helps create the desired lifestyle by transforming spaces through creative design, materials, and comprehensive production.",self employed,""
Archinea sk/cz,archinea.sk,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/archinea-sk-cz,,public company,""
Arquitectura Pau Vila,arquitecturapauvila.com,Accessible Architecture and Design,"Girona, Spain",1-10,https://www.linkedin.com/company/arquitectura-pau-vila,,self employed,""
Laboor,laboor.space,Accessible Architecture and Design,"Barcelona, Spain",1-10,https://www.linkedin.com/company/laboor,,privately held,""
Bitwen Group,bitwengroup.com,Accessible Architecture and Design,,51-200,https://www.linkedin.com/company/bitwen-group,,privately held,""
Arquimia Estudio,arquimiaestudio.com,Accessible Architecture and Design,"Pamplona, Spain",1-10,https://www.linkedin.com/company/arquimia-estudio,,self employed,""
